cod_id,formula_reduced,formula_full,n_sites,n_sites_primitive,volume_a3,spacegroup_symbol,spacegroup_number,crystal_system,n_elements,elements,contains_carbon
4106546,SrH11C11NO5,Sr3 H33 C33 N3 O15,87,87,961.3115,P3_1,144,trigonal,5,C H N O Sr,True
4106730,H29C31SN4O7F3,H58 C62 S2 N8 O14 F6,150,150,1487.7479,P2_1,4,monoclinic,6,C F H N O S,True
4106790,H5C5O,H40 C40 O8,88,88,788.7577,P2_12_12_1,19,orthorhombic,3,C H O,True
4106931,H21C11BrO3,H84 C44 Br4 O12,144,144,1222.6894,P2_1/c,14,monoclinic,4,Br C H O,True
4107009,H22C27N2O5,H44 C54 N4 O10,112,112,1109.7932,P2_1,4,monoclinic,4,C H N O,True
4107365,H8C9O2,H32 C36 O8,76,76,760.8906,P2_1/c,14,monoclinic,3,C H O,True
4107584,H6C7SO,H24 C28 S4 O4,60,60,621.1997,P-1,2,triclinic,4,C H O S,True
4107634,PH24C27S(O3F)3,P2 H48 C54 S2 O18 F6,130,130,1406.8498,P-1,2,triclinic,6,C F H O P S,True
4107643,H15C13SN2(O3F)3,H30 C26 S2 N4 O18 F6,86,86,914.6093,P-1,2,triclinic,6,C F H N O S,True
4107674,H7C9BrNF5,H28 C36 Br4 N4 F20,92,92,1082.8279,P2_1/c,14,monoclinic,5,Br C F H N,True
4107860,H5C8N,H40 C64 N8,112,112,1099.9381,P2_1/c,14,monoclinic,3,C H N,True
4107952,YH43C30,Y2 H86 C60,148,148,1268.0981,P-1,2,triclinic,3,C H Y,True
4108019,H9C8N3(O2F)2,H18 C16 N6 O8 F4,52,52,491.4992,P2_1,4,monoclinic,5,C F H N O,True
4108332,H31IrC28NCl3O4,H62 Ir2 C56 N2 Cl6 O8,136,136,1424.1573,P-1,2,triclinic,6,C Cl H Ir N O,True
4108420,H8C5O,H64 C40 O8,112,112,911.1301,P2_1,4,monoclinic,3,C H O,True
4108570,Fe3CuTeH20C17NO9,Fe6 Cu2 Te2 H40 C34 N2 O18,104,104,1208.1464,P-1,2,triclinic,7,C Cu Fe H N O Te,True
4108604,H5C7Se2S2BrN3,H20 C28 Se8 S8 Br4 N12,80,80,1070.018,P-42_1m,113,tetragonal,6,Br C H N S Se,True
4108652,H10C12NClO,H40 C48 N4 Cl4 O4,100,100,1019.5927,P2_12_12_1,19,orthorhombic,5,C Cl H N O,True
4108718,BH36C26IN2,B2 H72 C52 I2 N4,132,132,1268.5021,P-1,2,triclinic,5,B C H I N,True
4108786,BH18C25NO3,B2 H36 C50 N2 O6,96,96,978.4151,P-1,2,triclinic,5,B C H N O,True
4108927,H12RhC16NO7,H24 Rh2 C32 N2 O14,74,74,853.3537,P-1,2,triclinic,5,C H N O Rh,True
4108930,H12RhC16NO7,H24 Rh2 C32 N2 O14,74,74,834.328,P-1,2,triclinic,5,C H N O Rh,True
4108986,ZnH17C11,Zn4 H68 C44,116,116,1044.5809,P-1,2,triclinic,3,C H Zn,True
4109397,CuH12C7O11,Cu2 H24 C14 O22,62,62,526.3281,P-1,2,triclinic,4,C Cu H O,True
4109627,H5C6,H60 C72,132,132,1302.386,P2_1/c,14,monoclinic,2,C H,True
4109690,H10C14BrNO2,H40 C56 Br4 N4 O8,112,112,1223.9711,P2_1/c,14,monoclinic,5,Br C H N O,True
4109694,SiH34C21SO4,Si2 H68 C42 S2 O8,122,122,1136.8238,P2_1,4,monoclinic,5,C H O S Si,True
4109850,H6C12S4N2Cl2O,H12 C24 S8 N4 Cl4 O2,54,54,716.0216,P-1,2,triclinic,6,C Cl H N O S,True
4110017,H30C33NClO5,H60 C66 N2 Cl2 O10,140,140,1431.1646,P2_1,4,monoclinic,5,C Cl H N O,True
4110104,H5C9NClO2,H20 C36 N4 Cl4 O8,72,72,757.459,P2_1,4,monoclinic,5,C Cl H N O,True
4110105,H5C9BrNO2,H20 C36 Br4 N4 O8,72,72,803.17,P2_1/c,14,monoclinic,5,Br C H N O,True
4110140,H2C7INOF4,H8 C28 I4 N4 O4 F16,64,64,838.8313,P2_1/c,14,monoclinic,6,C F H I N O,True
4110332,H4C4SO,H32 C32 S8 O8,80,80,853.4231,P2_1/c,14,monoclinic,4,C H O S,True
4110413,H34C20SNClO6,H68 C40 S2 N2 Cl2 O12,126,126,1158.1197,P2_1,4,monoclinic,6,C Cl H N O S,True
4110514,H8C9,H64 C72,136,136,1342.1609,P-1,2,triclinic,2,C H,True
4110683,H3CN2O,H24 C8 N16 O8,56,56,478.2008,P2_1/c,14,monoclinic,4,C H N O,True
4110934,H13C12NO3,H26 C24 N2 O6,58,58,560.8545,P-1,2,triclinic,4,C H N O,True
4111002,PH37C19SN2,P2 H74 C38 S2 N4,120,120,1051.9044,P-1,2,triclinic,5,C H N P S,True
4111037,H28C20NO5,H56 C40 N2 O10,108,108,1017.016,P2_1,4,monoclinic,4,C H N O,True
4111046,H31C27NO8,H62 C54 N2 O16,134,134,1247.9203,P-1,2,triclinic,4,C H N O,True
4111051,P2H7C4S2NO6,P4 H14 C8 S4 N2 O12,44,44,469.7721,P-1,2,triclinic,6,C H N O P S,True
4111052,P2H9C4N3O7,P8 H36 C16 N12 O28,100,100,964.2664,P2_1/c,14,monoclinic,5,C H N O P,True
4111069,H12C8N4O3,H48 C32 N16 O12,108,108,1012.2518,P2_1,4,monoclinic,4,C H N O,True
4111528,H28C23N2O3,H56 C46 N4 O6,112,112,1020.3112,P2_1,4,monoclinic,4,C H N O,True
4111650,Si(H4C5)7,Si2 H56 C70,128,128,1339.7458,P-1,2,triclinic,3,C H Si,True
4111794,SiH41C26NO6,Si2 H82 C52 N2 O12,150,150,1390.7892,P2_1,4,monoclinic,5,C H N O Si,True
4111811,H29PdC17S3O8F3,H58 Pd2 C34 S6 O16 F6,122,122,1224.8814,P-1,2,triclinic,6,C F H O Pd S,True
4111861,H17C14S2NO3,H68 C56 S8 N4 O12,148,148,1483.8721,P2_12_12_1,19,orthorhombic,5,C H N O S,True
4112138,H20C21SNClO5,H40 C42 S2 N2 Cl2 O10,98,98,1030.4881,P-1,2,triclinic,6,C Cl H N O S,True
4112256,H2C2O,H32 C32 O16,80,80,809.2699,P2_1/c,14,monoclinic,3,C H O,True
4112263,H5C5ClO2,H40 C40 Cl8 O16,104,104,1152.2876,P2_1/c,14,monoclinic,4,C Cl H O,True
4112388,Li17(AgSn2)3,Li17 Ag3 Sn6,26,26,479.1302,P31m,157,trigonal,3,Ag Li Sn,False
4112846,H4C6S2N3,H32 C48 S16 N24,120,120,1440.1276,P-4,81,tetragonal,4,C H N S,True
4112921,SiH13RuC12NO3,Si2 H26 Ru2 C24 N2 O6,62,62,746.1966,P-1,2,triclinic,6,C H N O Ru Si,True
4112931,FeH20C10S2N3O,Fe4 H80 C40 S8 N12 O4,148,148,1314.9482,P2_1/c,14,monoclinic,6,C Fe H N O S,True
4112986,H10C12O,H40 C48 O4,92,92,934.8032,P2_12_12_1,19,orthorhombic,3,C H O,True
4112988,CrB6H32(C4O)2,Cr2 B12 H64 C16 O4,98,98,866.2181,P2_1/c,14,monoclinic,5,B C Cr H O,True
4113113,CeBe13,Ce8 Be104,112,28,1117.0944,Fm-3c,226,cubic,2,Be Ce,False
4113230,H25C15SNO,H50 C30 S2 N2 O2,86,86,757.63,P2_1,4,monoclinic,5,C H N O S,True
4113286,Cs2CrH12(SO7)2,Cs4 Cr2 H24 S4 O28,62,62,737.6989,P2_1/c,14,monoclinic,5,Cr Cs H O S,False
4113295,NiH10C14S2(NO)4,Ni2 H20 C28 S4 N8 O8,70,70,1015.752,P-1,2,triclinic,6,C H N Ni O S,True
4113361,H12C19N2,H48 C76 N8,132,132,1271.2701,P2_12_12_1,19,orthorhombic,3,C H N,True
4113793,ZnTeH10C3N2,Zn4 Te4 H40 C12 N8,68,68,722.7132,Pbcm,57,orthorhombic,5,C H N Te Zn,True
4113796,CdH4CSeN,Cd8 H32 C8 Se8 N8,64,64,806.1725,Pbca,61,orthorhombic,5,C Cd H N Se,True
4113880,H26C17O2,H52 C34 O4,90,90,752.7652,P2_1,4,monoclinic,3,C H O,True
4114137,H4C5(SeS)2,H16 C20 Se8 S8,52,52,1011.2016,P-1,2,triclinic,4,C H S Se,True
4114139,AlCuH4(CCl2)2,Al4 Cu4 H16 C8 Cl16,48,48,836.1534,Pnma,62,orthorhombic,5,Al C Cl Cu H,True
4114143,TiSiH34C20N3,Ti2 Si2 H68 C40 N6,118,118,1111.6116,P-1,2,triclinic,5,C H N Si Ti,True
4114184,H4C5S2N2O3,H8 C10 S4 N4 O6,32,32,364.0306,P-1,2,triclinic,5,C H N O S,True
4114263,H10C12O5,H40 C48 O20,108,108,1134.5807,P2_1/c,14,monoclinic,3,C H O,True
4114294,H30PdC12(NCl)2,H60 Pd2 C24 N4 Cl4,94,94,800.8484,P2_1/c,14,monoclinic,5,C Cl H N Pd,True
4114424,H16C11O3,H64 C44 O12,120,120,991.0496,P2_1/c,14,monoclinic,3,C H O,True
4114432,TiH10C12S(OF2)3,Ti4 H40 C48 S4 O12 F24,132,132,1428.2943,Pnma,62,orthorhombic,6,C F H O S Ti,True
4114441,H17C14NO,H68 C56 N4 O4,132,132,1156.7411,P2_1/c,14,monoclinic,4,C H N O,True
4114456,H4C6S(ClO)2,H16 C24 S4 Cl8 O8,60,60,807.4669,P2_1/c,14,monoclinic,5,C Cl H O S,True
4114493,H40C31(NO)2,H80 C62 N4 O4,150,150,1276.4558,P-1,2,triclinic,4,C H N O,True
4114527,B14P2H32Pd(C8Br)2,B28 P4 H64 Pd2 C32 Br4,134,134,1412.5855,P2_1/c,14,monoclinic,6,B Br C H P Pd,True
4114592,AsH20C20S12(O2F3)2,As1 H20 C20 S12 O4 F6,63,63,785.8532,P-1,2,triclinic,6,As C F H O S,True
4114895,H20C20BrNO3,H40 C40 Br2 N2 O6,90,90,953.5245,P2_1,4,monoclinic,5,Br C H N O,True
4114975,H6C5BrO2,H24 C20 Br4 O8,56,56,629.1207,P2_1/c,14,monoclinic,4,Br C H O,True
4114984,H8C10ClO2,H32 C40 Cl4 O8,84,84,886.5294,P2_1/c,14,monoclinic,4,C Cl H O,True
4115016,Dy4(B2O5)3,Dy16 B24 O60,100,50,962.5504,C2/c,15,monoclinic,3,B Dy O,False
4115180,MnH3C7O3,Mn2 H6 C14 O6,28,28,339.9398,P-1,2,triclinic,4,C H Mn O,True
4115230,YbH66C44S2N8(O5F2)3,Yb1 H66 C44 S2 N8 O15 F6,142,142,1348.4142,P1,1,triclinic,7,C F H N O S Yb,True
4115316,Ba3NaRu2O9,Ba6 Na2 Ru4 O18,30,30,432.1478,P6_3/mmc,194,hexagonal,4,Ba Na O Ru,False
4115369,TiH19C14ClO2,Ti4 H76 C56 Cl4 O8,148,148,1391.7354,P2_1/c,14,monoclinic,5,C Cl H O Ti,True
4115394,BC4OF9,B4 C16 O4 F36,60,60,779.5489,P2_1/c,14,monoclinic,4,B C F O,True
4115920,CrH17C21NCl3O10,Cr2 H34 C42 N2 Cl6 O20,106,106,1318.5827,P-1,2,triclinic,6,C Cl Cr H N O,True
4116000,SiH6C2NOF3,Si4 H24 C8 N4 O4 F12,56,56,589.2131,P2_1/c,14,monoclinic,6,C F H N O Si,True
4116176,PrH32C18(NO)11,Pr2 H64 C36 N22 O22,146,146,1410.5582,P-1,2,triclinic,5,C H N O Pr,True
4116270,H2C3,H48 C72,120,120,1163.6986,P2_12_12_1,19,orthorhombic,2,C H,True
4116287,H12C10SBrN4O3,H24 C20 S2 Br2 N8 O6,62,62,681.1176,P-1,2,triclinic,6,Br C H N O S,True
4116294,C4S3N5,C16 S12 N20,48,48,655.7436,P2_1/c,14,monoclinic,3,C N S,True
4116468,KH7C7O9,K4 H28 C28 O36,96,96,1015.3262,P2_1/c,14,monoclinic,4,C H K O,True
4116628,H23C24SNO5,H23 C24 S1 N1 O5,54,54,541.9292,P1,1,triclinic,5,C H N O S,True
4116629,H8C12SN2(OF)4,H16 C24 S2 N4 O8 F8,62,62,667.2918,P2_1/c,14,monoclinic,6,C F H N O S,True
4117019,ZnH60C60(NO4)4,Zn1 H60 C60 N4 O16,141,141,1387.2273,P-1,2,triclinic,5,C H N O Zn,True
4117046,AgH8C17SN2(OF)3,Ag2 H16 C34 S2 N4 O6 F6,70,70,871.1646,P-1,2,triclinic,7,Ag C F H N O S,True
4117082,H10C13(NO)4,H20 C26 N8 O8,62,62,649.627,P-1,2,triclinic,4,C H N O,True
4117093,H32(C9O2)3,H64 C54 O12,130,130,1264.0148,P-1,2,triclinic,3,C H O,True
4117100,C3F4,C12 F16,28,28,351.9645,Pbcn,60,orthorhombic,2,C F,True
4117128,H16C15NClO2,H64 C60 N4 Cl4 O8,140,140,1416.4127,P2_1/c,14,monoclinic,5,C Cl H N O,True
4117137,H16C15NClO2,H64 C60 N4 Cl4 O8,140,140,1451.348,P2_12_12_1,19,orthorhombic,5,C Cl H N O,True
4117157,H21C13N2,H42 C26 N4,72,72,594.9795,P-1,2,triclinic,3,C H N,True
4117380,H3C8S4N3ClO,H12 C32 S16 N12 Cl4 O4,80,80,1189.8787,Pna2_1,33,orthorhombic,6,C Cl H N O S,True
4117483,Ba3BiIr2O9,Ba12 Bi4 Ir8 O36,60,30,910.7035,C2/c,15,monoclinic,4,Ba Bi Ir O,False
4117484,Ba3BiIr2O9,Ba12 Bi4 Ir8 O36,60,30,902.5551,C2/c,15,monoclinic,4,Ba Bi Ir O,False
4117571,H16C15SN2O,H64 C60 S4 N8 O4,140,140,1376.9673,Pna2_1,33,orthorhombic,5,C H N O S,True
4117596,H18C19(NO)2,H36 C38 N4 O4,82,82,725.8133,P2_1,4,monoclinic,4,C H N O,True
4117623,KMnAg3(CN)6,K1 Mn1 Ag3 C6 N6,17,17,333.1005,P312,149,trigonal,5,Ag C K Mn N,True
4117641,H12C13S(NO)2,H48 C52 S4 N8 O8,120,120,1262.8743,P2_1/c,14,monoclinic,5,C H N O S,True
4117758,H17C16NO3,H34 C32 N2 O6,74,74,663.5746,P2_1,4,monoclinic,4,C H N O,True
4117897,H15C15ClO6,H30 C30 Cl2 O12,74,74,755.2599,P2_1,4,monoclinic,4,C Cl H O,True
4118099,H15C21Br(ClO3)2,H30 C42 Br2 Cl4 O12,90,90,1051.3465,P2_1,4,monoclinic,5,Br C Cl H O,True
4118116,H25C29NO4,H50 C58 N2 O8,118,118,1157.4137,P-1,2,triclinic,4,C H N O,True
4118149,LaB4ClO8,La4 B16 Cl4 O32,56,28,691.6026,Cc,9,monoclinic,4,B Cl La O,False
4118229,CoH30C24N5O,Co2 H60 C48 N10 O2,122,122,1056.0033,P-1,2,triclinic,5,C Co H N O,True
4118393,H18C19NClO2,H36 C38 N2 Cl2 O4,82,82,803.3704,P2_1,4,monoclinic,5,C Cl H N O,True
4118423,InH44C25I(NO)2,In2 H88 C50 I2 N4 O4,150,150,1342.7295,P-1,2,triclinic,6,C H I In N O,True
4118473,Fe2BP2H30C15S2NCl2(OF)4,Fe4 B2 P4 H60 C30 S4 N2 Cl4 O8 F8,126,126,1403.5223,P-1,2,triclinic,10,B C Cl F Fe H N O P S,True
4118597,H10C13,H40 C52,92,92,956.3021,P2_1,4,monoclinic,2,C H,True
4118624,P3(HC)14,P6 H28 C28,62,62,680.0723,P-1,2,triclinic,3,C H P,True
4118786,H13C12BrO2,H52 C48 Br4 O8,112,56,1138.1401,C2,5,monoclinic,4,Br C H O,True
4118863,H17C22NO2,H34 C44 N2 O4,84,84,831.2835,P-1,2,triclinic,4,C H N O,True
4118930,AlH18C9NCl3O,Al4 H72 C36 N4 Cl12 O4,132,132,1364.8466,Pnma,62,orthorhombic,6,Al C Cl H N O,True
4118936,Na3CoPCO7,Na6 Co2 P2 C2 O14,26,26,302.8009,P2_1/m,11,monoclinic,5,C Co Na O P,True
4119008,H17C14NO3,H68 C56 N4 O12,140,140,1330.927,P2_1,4,monoclinic,4,C H N O,True
4119071,B3H7N,B12 H28 N4,44,44,453.8119,P2_1/c,14,monoclinic,3,B H N,False
4119083,H27WC17(N3Cl5)2,H54 W2 C34 N12 Cl20,122,122,1481.1689,P-1,2,triclinic,5,C Cl H N W,True
4119192,PH19C13O4,P4 H76 C52 O16,148,148,1322.0832,P2_12_12_1,19,orthorhombic,4,C H O P,True
4119296,CrH10C13O3,Cr4 H40 C52 O12,108,108,1129.9365,P2_12_12_1,19,orthorhombic,4,C Cr H O,True
4119310,SiH16C11S,Si4 H64 C44 S4,116,116,1147.2976,P-1,2,triclinic,4,C H S Si,True
4119730,H11C8O3,H44 C32 O12,88,88,776.4649,P2_1,4,monoclinic,3,C H O,True
4119749,H19C16NO,H76 C64 N4 O4,148,148,1398.6318,P2_1,4,monoclinic,4,C H N O,True
4119753,H36C32N2O5,H72 C64 N4 O10,150,150,1429.9013,P2_1,4,monoclinic,4,C H N O,True
4120041,LiV2Ag(OF)4,Li2 V4 Ag2 O8 F8,24,24,276.2109,P2/c,13,monoclinic,5,Ag F Li O V,False
4120259,NbH10C10N3OF4,Nb4 H40 C40 N12 O4 F16,116,58,1198.7931,Cc,9,monoclinic,6,C F H N Nb O,True
4120328,B10H15C5F3,B40 H60 C20 F12,132,132,1268.5733,P-1,2,triclinic,4,B C F H,True
4120382,C6BrNF4,C48 Br8 N8 F32,96,48,1357.6917,C2/c,15,monoclinic,4,Br C F N,True
4120394,BH20C22Cl3,B2 H40 C44 Cl6,92,92,1054.1895,P-1,2,triclinic,4,B C Cl H,True
4120413,NiH56C28(NO)2,Ni1 H56 C28 N2 O2,89,89,719.3393,P1,1,triclinic,5,C H N Ni O,True
4120414,CoH56C28(NO)2,Co1 H56 C28 N2 O2,89,89,718.7893,P1,1,triclinic,5,C Co H N O,True
4120442,CuH16C30(N3O)2,Cu1 H16 C30 N6 O2,55,55,585.1061,P-1,2,triclinic,5,C Cu H N O,True
4120445,CuH16C30(N3O)2,Cu1 H16 C30 N6 O2,55,55,593.3979,P-1,2,triclinic,5,C Cu H N O,True
4120679,PH21(C3O)6,P1 H21 C18 O6,46,46,443.3673,P1,1,triclinic,4,C H O P,True
4120729,H27IrC30N3O2,H54 Ir2 C60 N6 O4,126,126,1220.0592,P-1,2,triclinic,5,C H Ir N O,True
4120730,H26IrC29N3O2,H52 Ir2 C58 N6 O4,122,122,1153.3691,P-1,2,triclinic,5,C H Ir N O,True
4120765,H21C29BrN4O3,H42 C58 Br2 N8 O6,116,116,1180.3039,P-1,2,triclinic,5,Br C H N O,True
4120803,SiH24C23(NO)2,Si2 H48 C46 N4 O4,104,104,1066.2495,P-1,2,triclinic,5,C H N O Si,True
4120816,H15C13SNO3,H60 C52 S4 N4 O12,132,132,1261.5803,P2_1/c,14,monoclinic,5,C H N O S,True
4120860,H12C11O5,H48 C44 O20,112,112,1090.352,P2_1/c,14,monoclinic,3,C H O,True
4120892,H19C18NO2,H38 C36 N2 O4,80,80,725.6724,P2_1,4,monoclinic,4,C H N O,True
4120893,H16C17NClO,H64 C68 N4 Cl4 O4,144,144,1481.359,P2_12_12_1,19,orthorhombic,5,C Cl H N O,True
4121257,Li(C3N2)2,Li2 C12 N8,22,22,333.351,P2/c,13,monoclinic,3,C Li N,True
4121326,SiB10H30C19F5,Si2 B20 H60 C38 F10,130,130,1279.1175,P-1,2,triclinic,5,B C F H Si,True
4121403,H27IrC23NCl5O2,H54 Ir2 C46 N2 Cl10 O4,118,118,1279.1373,P-1,2,triclinic,6,C Cl H Ir N O,True
4121413,Hg2Te4Xe3(O2F13)2,Hg4 Te8 Xe6 O8 F52,78,78,1345.7816,P2_1/c,14,monoclinic,5,F Hg O Te Xe,False
4121569,H12C12IOF,H48 C48 I4 O4 F4,108,108,1124.4198,P2_12_12_1,19,orthorhombic,5,C F H I O,True
4121667,H15C13O4F,H60 C52 O16 F4,132,132,1225.5665,P2_12_12_1,19,orthorhombic,4,C F H O,True
4122131,H17C19NO2,H34 C38 N2 O4,78,78,750.3105,P2_1,4,monoclinic,4,C H N O,True
4122316,H10C10NO,H40 C40 N4 O4,88,88,871.7892,P2_1,4,monoclinic,4,C H N O,True
4122416,H2C3N2O3,H16 C24 N16 O24,80,80,886.5907,P2_1/c,14,monoclinic,4,C H N O,True
4122431,H19C28IO,H38 C56 I2 O2,98,98,1062.0532,P-1,2,triclinic,4,C H I O,True
4122543,H3C5(ClO)2,H24 C40 Cl16 O16,96,96,1201.6898,P2_1/c,14,monoclinic,4,C Cl H O,True
4122569,PH17AuC21Br,P2 H34 Au2 C42 Br2,82,82,951.0506,P-1,2,triclinic,5,Au Br C H P,True
4123009,Ba(FeAs)2,Ba4 Fe8 As8,20,5,405.5676,I4/mmm,139,tetragonal,3,As Ba Fe,False
4123074,BH21C23N3ClO5,B2 H42 C46 N6 Cl2 O10,108,108,1113.8544,P-1,2,triclinic,6,B C Cl H N O,True
4123085,PH14C14SeN3,P4 H56 C56 Se4 N12,132,132,1404.4794,P2_1/c,14,monoclinic,5,C H N P Se,True
4123199,H16RhC10N2(ClO)3,H32 Rh2 C20 N4 Cl6 O6,70,70,786.311,P-1,2,triclinic,6,C Cl H N O Rh,True
4123294,H22C21NCl(O2F)2,H44 C42 N2 Cl2 O8 F4,102,102,1027.5433,P2_1,4,monoclinic,6,C Cl F H N O,True
4123425,H24C30N2O,H48 C60 N4 O2,114,114,1153.676,P-1,2,triclinic,4,C H N O,True
4123426,H25C29NO,H50 C58 N2 O2,112,112,1135.8489,P-1,2,triclinic,4,C H N O,True
4123476,H26C25,H52 C50,102,102,948.859,P-1,2,triclinic,2,C H,True
4123576,H14C20BrO3F13,H28 C40 Br2 O6 F26,102,102,1137.3795,P1,1,triclinic,5,Br C F H O,True
4123589,H12C12N2O5,H24 C24 N4 O10,62,62,602.8004,P-1,2,triclinic,4,C H N O,True
4123791,H9C13INOF7,H36 C52 I4 N4 O4 F28,128,128,1444.8243,P2_1/c,14,monoclinic,6,C F H I N O,True
4123973,Nb12O29,Nb24 O58,82,41,1144.9878,C2/m,12,monoclinic,2,Nb O,False
4124021,SrGaGeH,Sr1 Ga1 Ge1 H1,4,4,78.5441,P3m1,156,trigonal,4,Ga Ge H Sr,False
4124024,BaGaGeH,Ba1 Ga1 Ge1 H1,4,4,87.3673,P3m1,156,trigonal,4,Ba Ga Ge H,False
4124160,B10H20C16NF,B20 H40 C32 N2 F2,96,96,934.9852,P-1,2,triclinic,5,B C F H N,True
4124272,H7C3N9O2,H28 C12 N36 O8,84,84,783.3038,P2_1/c,14,monoclinic,4,C H N O,True
4124312,Os2C6SO6,Os8 C24 S4 O24,60,60,1034.6571,P-1,2,triclinic,4,C O Os S,True
4124606,H20C14SO3,H40 C28 S2 O6,76,76,718.3854,P2_1,4,monoclinic,4,C H O S,True
4124640,SbH2(NF2)3,Sb2 H4 N6 F12,24,24,293.8476,Pmc2_1,26,orthorhombic,4,F H N Sb,False
4124641,SN,S4 N4,8,8,136.9655,P2_1/c,14,monoclinic,2,N S,False
4124655,ThC2,Th4 C8,12,6,176.2329,C2/c,15,monoclinic,2,C Th,True
4124665,Nb3Os,Nb6 Os2,8,8,134.2964,Pm-3n,223,cubic,2,Nb Os,False
4124707,PICl6,P2 I2 Cl12,16,16,487.0464,P-42_1m,113,tetragonal,3,Cl I P,False
4125105,BH12C11N2F5,B4 H48 C44 N8 F20,124,124,1244.1332,P-1,2,triclinic,5,B C F H N,True
4125169,PH21C30SN2,P2 H42 C60 S2 N4,110,110,1165.8074,P-1,2,triclinic,5,C H N P S,True
4125309,H14C13O3,H56 C52 O12,120,120,1103.4252,P2_1/c,14,monoclinic,3,C H O,True
4125529,BH11C14N2(OF)2,B4 H44 C56 N8 O8 F8,128,128,1406.4433,P2_1/c,14,monoclinic,6,B C F H N O,True
4125544,BH16(C5O)2,B4 H64 C40 O8,116,116,1039.1621,P2_1/c,14,monoclinic,4,B C H O,True
4125701,H8C13BrClO2,H32 C52 Br4 Cl4 O8,100,100,1180.0399,P2_1/c,14,monoclinic,5,Br C Cl H O,True
4125704,H10C14INO4,H40 C56 I4 N4 O16,120,120,1375.5412,P2_12_12_1,19,orthorhombic,5,C H I N O,True
4125711,H9C14ClO3,H36 C56 Cl4 O12,108,108,1165.6095,P2_1/c,14,monoclinic,4,C Cl H O,True
4125820,BH12C14N2ClO2,B4 H48 C56 N8 Cl4 O8,128,64,1398.6887,C2/m,12,monoclinic,6,B C Cl H N O,True
4126037,H23C16NO3,H46 C32 N2 O6,86,86,714.1483,P-1,2,triclinic,4,C H N O,True
4126114,H6C8NO2,H24 C32 N4 O8,68,68,646.3855,P1,1,triclinic,4,C H N O,True
4126204,H15C13INOF,H60 C52 I4 N4 O4 F4,128,128,1348.3324,P2_1/c,14,monoclinic,6,C F H I N O,True
4126247,CuH19C27N3OF11,Cu2 H38 C54 N6 O2 F22,124,124,1324.5039,P-1,2,triclinic,6,C Cu F H N O,True
4126249,H12C11N2O5,H24 C22 N4 O10,60,60,592.0027,P2_1,4,monoclinic,4,C H N O,True
4126419,H17C22BrO2,H34 C44 Br2 O4,84,84,889.2142,P-1,2,triclinic,4,Br C H O,True
4126429,C3N5O4,C24 N40 O32,96,96,1123.862,Pca2_1,29,orthorhombic,3,C N O,True
4126472,H13C8NO3,H52 C32 N4 O12,100,100,869.2079,P2_1,4,monoclinic,4,C H N O,True
4126484,ReH12C18SN2O10F3,Re2 H24 C36 S2 N4 O20 F6,94,94,1124.1842,P-1,2,triclinic,7,C F H N O Re S,True
4126552,Cs3EuSi4(O5F)2,Cs6 Eu2 Si8 O20 F4,40,40,712.2382,P-1,2,triclinic,5,Cs Eu F O Si,False
4126630,H27C32SNO4,H54 C64 S2 N2 O8,130,130,1289.3017,P-1,2,triclinic,5,C H N O S,True
4127033,H19C20NO5,H38 C40 N2 O10,90,90,877.2175,P2_1,4,monoclinic,4,C H N O,True
4127050,H20C20SN2O,H40 C40 S2 N4 O2,88,88,869.227,P2_1,4,monoclinic,5,C H N O S,True
4127055,H18C13NCl,H72 C52 N4 Cl4,132,132,1283.1884,P2_1,4,monoclinic,4,C Cl H N,True
4127084,RbNaMgP2O7,Rb4 Na4 Mg4 P8 O28,48,24,751.6622,Cmc2_1,36,orthorhombic,5,Mg Na O P Rb,False
4127089,H7C7O,H56 C56 O8,120,120,1081.9968,P4_1,76,tetragonal,3,C H O,True
4127107,H13C15NO2,H26 C30 N2 O4,62,62,608.9463,P-1,2,triclinic,4,C H N O,True
4127143,H16C16NClO2,H64 C64 N4 Cl4 O8,144,144,1458.6835,P2_1/c,14,monoclinic,5,C Cl H N O,True
4127325,BH15AuC12Br2N2O3F4,B2 H30 Au2 C24 Br4 N4 O6 F8,80,80,1095.8759,P2_1,4,monoclinic,8,Au B Br C F H N O,True
4127670,H8C13N3O5F,H32 C52 N12 O20 F4,120,120,1213.0783,P2_1/c,14,monoclinic,5,C F H N O,True
4127676,H14C13O2,H56 C52 O8,116,116,1030.8291,P2_1,4,monoclinic,3,C H O,True
4127920,H14C19BrN2(O2F)3,H28 C38 Br2 N4 O12 F6,90,90,988.8739,P2_1,4,monoclinic,6,Br C F H N O,True
4128123,H9C15(SN)2,H36 C60 S8 N8,112,112,1267.1435,P2_1/c,14,monoclinic,4,C H N S,True
4128152,H33C22SNO6,H66 C44 S2 N2 O12,126,126,1187.2779,P2_1,4,monoclinic,5,C H N O S,True
4128226,H18C16N2O3,H36 C32 N4 O6,78,78,727.1835,P2_1,4,monoclinic,4,C H N O,True
4128320,ZnH26C30N2O5,Zn2 H52 C60 N4 O10,128,128,1312.6577,P-1,2,triclinic,5,C H N O Zn,True
4128358,Rb2HC3(NO)3,Rb8 H4 C12 N12 O12,48,24,652.636,Cmcm,63,orthorhombic,5,C H N O Rb,True
