cod_id,formula_reduced,formula_full,n_sites,n_sites_primitive,volume_a3,spacegroup_symbol,spacegroup_number,crystal_system,n_elements,elements,contains_carbon
1508137,H16Pb2C21N8O9,H32 Pb4 C42 N16 O18,112,112,1257.0995,P-1,2,triclinic,5,C H N O Pb,True
1508328,H27C28NO2,H54 C56 N2 O4,116,116,1101.0922,P-1,2,triclinic,4,C H N O,True
1508476,H6C9S2Br3N3(O2F3)2,H12 C18 S4 Br6 N6 O8 F12,66,66,920.2501,P-1,2,triclinic,7,Br C F H N O S,True
1508494,H13C15SN2ClO,H52 C60 S4 N8 Cl4 O4,132,132,1467.119,P2_1/c,14,monoclinic,6,C Cl H N O S,True
1508735,H14C14NO,H56 C56 N4 O4,120,120,1151.8269,P2_1/c,14,monoclinic,4,C H N O,True
1508743,H23C14NO5,H46 C28 N2 O10,86,86,734.3383,P-1,2,triclinic,4,C H N O,True
1508745,H12C13N2O3,H48 C52 N8 O12,120,120,1144.4838,P2_1/c,14,monoclinic,4,C H N O,True
1508758,H17C26SN4,H34 C52 S2 N8,96,96,977.9692,P-1,2,triclinic,4,C H N S,True
1508812,H14C13SN(OF)3,H56 C52 S4 N4 O12 F12,140,140,1402.9347,P2_1/c,14,monoclinic,6,C F H N O S,True
1508834,Si2H18C8O3,Si8 H72 C32 O12,124,124,1198.0869,P-1,2,triclinic,4,C H O Si,True
1508951,H8C11NOF2,H32 C44 N4 O4 F8,92,92,982.557,P-1,2,triclinic,5,C F H N O,True
1509142,NiH30C18(N6O)2,Ni2 H60 C36 N24 O4,126,126,1125.6891,P-1,2,triclinic,5,C H N Ni O,True
1509146,Ag,Ag4,4,1,67.4688,Fm-3m,225,cubic,1,Ag,False
1509202,NdAgAs2,Nd2 Ag2 As4,8,8,170.7015,P4/nmm,129,tetragonal,3,Ag As Nd,False
1509210,AgBF4,Ag4 B4 F16,24,24,290.1251,Pnma,62,orthorhombic,3,Ag B F,False
1509225,BaYAgSe3,Ba4 Y4 Ag4 Se12,24,12,632.5566,Cmcm,63,orthorhombic,4,Ag Ba Se Y,False
1509288,Cs5Si3AgO9,Cs10 Si6 Ag2 O18,36,36,733.0488,P2_1/m,11,monoclinic,4,Ag Cs O Si,False
1509297,DyAgGe,Dy3 Ag3 Ge3,9,9,183.4711,P-62m,189,hexagonal,3,Ag Dy Ge,False
1509349,GaAgS2,Ga4 Ag4 S8,16,8,313.6933,Cc,9,monoclinic,3,Ag Ga S,False
1509368,HoAgGe,Ho3 Ag3 Ge3,9,9,182.0531,P-62m,189,hexagonal,3,Ag Ge Ho,False
1509386,AgI,Ag4 I4,8,2,223.3171,Fm-3m,225,cubic,2,Ag I,False
1509404,InAgS2,In4 Ag4 S8,16,8,380.434,I-42d,122,tetragonal,3,Ag In S,False
1509445,Li2AgSb,Li8 Ag4 Sb4,16,4,285.2802,F-43m,216,cubic,3,Ag Li Sb,False
1509463,Mn3AgN,Mn3 Ag1 N1,5,5,64.9406,Pm-3m,221,cubic,3,Ag Mn N,False
1509471,NaAg(NO2)2,Na8 Ag8 N16 O32,64,16,921.0566,Fdd2,43,orthorhombic,4,Ag N Na O,False
1509516,AgPt3,Ag1 Pt3,4,4,59.319,Pm-3m,221,cubic,2,Ag Pt,False
1509541,TlAgSe2,Tl6 Ag6 Se12,24,24,672.2457,P-31m,162,trigonal,3,Ag Se Tl,False
1509543,YbSiAg,Yb3 Si3 Ag3,9,9,171.3697,P-62m,189,hexagonal,3,Ag Si Yb,False
1509654,TmInAg2,Tm4 In4 Ag8,16,4,323.8181,Fm-3m,225,cubic,3,Ag In Tm,False
1509766,Ag2Bi2S3Cl2,Ag8 Bi8 S12 Cl8,36,36,853.6249,P-1,2,triclinic,4,Ag Bi Cl S,False
1509774,Gd3Al7Ag2,Gd9 Al21 Ag6,36,12,708.0266,R-3m,166,trigonal,3,Ag Al Gd,False
1509781,Co3Ag2(P2O7)2,Co6 Ag4 P8 O28,46,46,528.9425,P-1,2,triclinic,4,Ag Co O P,False
1509782,Cr(AgO2)2,Cr4 Ag8 O16,28,28,391.8599,Pnma,62,orthorhombic,3,Ag Cr O,False
1509880,K2Ag4Pd3(NO2)12,K4 Ag8 Pd6 N24 O48,90,90,1276.8325,P2_1/c,14,monoclinic,5,Ag K N O Pd,False
1509914,Ba4Ag3Ge20,Ba8 Ag6 Ge40,54,54,1273.7607,Pm-3n,223,cubic,3,Ag Ba Ge,False
1509977,LiAlAg2,Li4 Al4 Ag8,16,4,251.8971,Fm-3m,225,cubic,3,Ag Al Li,False
1510005,Ag3Sn2(GeP2)3,Ag12 Sn8 Ge12 P24,56,28,1134.6265,I-43m,217,cubic,4,Ag Ge P Sn,False
1510068,Ca3AuN,Ca3 Au1 N1,5,5,112.0847,Pm-3m,221,cubic,3,Au Ca N,False
1510129,ErSnAu,Er4 Sn4 Au4,12,3,288.2808,F-43m,216,cubic,3,Au Er Sn,False
1510137,Sb4Au(Xe2F11)2,Sb8 Au2 Xe8 F44,62,62,1243.3859,P-1,2,triclinic,4,Au F Sb Xe,False
1510167,NaGeAu,Na4 Ge4 Au4,12,6,241.0405,Imm2,44,orthorhombic,3,Au Ge Na,False
1510173,YbGeAu,Yb12 Ge12 Au12,36,36,737.4553,Pnma,62,orthorhombic,3,Au Ge Yb,False
1510200,KAu(NO3)4,K2 Au2 N8 O24,36,36,515.9789,P2_1/c,14,monoclinic,4,Au K N O,False
1510222,Li2TlAu,Li8 Tl4 Au4,16,4,280.8827,F-43m,216,cubic,3,Au Li Tl,False
1510247,Na2Au,Na8 Au4,12,6,303.7757,I4/mcm,140,tetragonal,2,Au Na,False
1510255,Nb3Au,Nb6 Au2,8,8,140.4458,Pm-3n,223,cubic,2,Au Nb,False
1510268,PAuS4,P2 Au2 S8,12,12,317.9903,P-1,2,triclinic,3,Au P S,False
1510380,Ce(SiAu)2,Ce2 Si4 Au4,10,5,188.8564,I4/mmm,139,tetragonal,3,Au Ce Si,False
1510381,Ce(SiAu)2,Ce2 Si4 Au4,10,5,191.6342,I4/mmm,139,tetragonal,3,Au Ce Si,False
1510389,DyAu2,Dy2 Au4,6,3,121.2278,I4/mmm,139,tetragonal,2,Au Dy,False
1510441,La(SiAu)2,La2 Si4 Au4,10,5,191.4814,I4/mmm,139,tetragonal,3,Au La Si,False
1510468,Sr3Au2,Sr27 Au18,45,15,1466.5863,R-3,148,trigonal,2,Au Sr,False
1510482,Ca2In4Au3,Ca8 In16 Au12,36,36,825.3555,Pnma,62,orthorhombic,3,Au Ca In,False
1510576,B2Au,B2 Au1,3,3,30.0561,P6/mmm,191,hexagonal,2,Au B,False
1510590,BaBiAu,Ba2 Bi2 Au2,6,6,191.0542,P6_3/mmc,194,hexagonal,3,Au Ba Bi,False
1510601,Li2BiAu,Li8 Bi4 Au4,16,4,294.0796,F-43m,216,cubic,3,Au Bi Li,False
1510612,AuSeBr,Au8 Se8 Br8,24,24,610.543,Pnma,62,orthorhombic,3,Au Br Se,False
1510619,HoCo3B2,Ho1 Co3 B2,6,6,65.922,P6/mmm,191,hexagonal,3,B Co Ho,False
1510644,CsNb(BO3)2,Cs2 Nb2 B4 O12,20,20,291.6818,Pmn2_1,31,orthorhombic,4,B Cs Nb O,False
1510665,ErB2,Er1 B2,3,3,35.3116,P6/mmm,191,hexagonal,2,B Er,False
1510667,Ba2HoB2ClO6,Ba4 Ho2 B4 Cl2 O12,24,24,383.4728,P2_1/m,11,monoclinic,5,B Ba Cl Ho O,False
1510670,ErB2Rh3,Er2 B4 Rh6,12,6,153.4891,P6/mmm,191,hexagonal,3,B Er Rh,False
1510690,Lu(FeB)2,Lu2 Fe4 B4,10,5,113.713,I4/mmm,139,tetragonal,3,B Fe Lu,False
1510706,GdB2Rh3,Gd1 B2 Rh3,6,6,78.6756,P6/mmm,191,hexagonal,3,B Gd Rh,False
1510711,HfB2,Hf1 B2,3,3,29.7146,P6/mmm,191,hexagonal,2,B Hf,False
1510734,K2B2Se7,K8 B8 Se28,44,22,1136.3591,C2/c,15,monoclinic,3,B K Se,False
1510745,Li2B2S5,Li8 B8 S20,36,18,700.2885,Cmcm,63,orthorhombic,3,B Li S,False
1510770,Na2Y2B2O7,Na8 Y8 B8 O28,52,52,597.5933,P2_1/c,14,monoclinic,4,B Na O Y,False
1510792,Zn3(Ni10B3)2,Zn12 Ni80 B24,116,29,1175.9117,Fm-3m,225,cubic,3,B Ni Zn,False
1510876,CaB2Rh3,Ca1 B2 Rh3,6,6,77.8946,P6/mmm,191,hexagonal,3,B Ca Rh,False
1510930,Li3Pr2(BO3)3,Li12 Pr8 B12 O36,68,68,703.1936,P2_1/c,14,monoclinic,4,B Li O Pr,False
1510951,UReB3,U2 Re2 B6,10,10,114.0027,P6_3/mmc,194,hexagonal,3,B Re U,False
1510998,Nd(CoB)2,Nd2 Co4 B4,10,5,134.793,I4/mmm,139,tetragonal,3,B Co Nd,False
1511000,Nd(CoB)2,Nd2 Co4 B4,10,5,125.3405,I4/mmm,139,tetragonal,3,B Co Nd,False
1511008,Y(CoB)2,Y2 Co4 B4,10,5,118.4441,I4/mmm,139,tetragonal,3,B Co Y,False
1511031,CeBPt3,Ce1 B1 Pt3,5,5,81.3834,P4mm,99,tetragonal,3,B Ce Pt,False
1511124,KBF4,K4 B4 F16,24,24,278.6011,Pnma,62,orthorhombic,3,B F K,False
1511126,Sn2BF7,Sn8 B4 F28,40,40,672.086,Pnma,62,orthorhombic,3,B F Sn,False
1511139,Gd2Fe14B,Gd8 Fe56 B4,68,68,929.7815,P4_2/mnm,136,tetragonal,3,B Fe Gd,False
1511176,PrGeBO5,Pr9 Ge9 B9 O45,72,72,850.8569,P3_1,144,trigonal,4,B Ge O Pr,False
1511197,KNa2BO3,K2 Na4 B2 O6,14,14,188.3681,Pmmn,59,orthorhombic,4,B K Na O,False
1511301,YbBPd3,Yb1 B1 Pd3,5,5,68.3176,Pm-3m,221,cubic,3,B Pd Yb,False
1511321,Sn4BRh6,Sn8 B2 Rh12,22,22,371.4065,P6_3/mmc,194,hexagonal,3,B Rh Sn,False
1511362,Sm3Co29(Si2B5)2,Sm6 Co58 Si8 B20,92,92,991.6658,P4/nmm,129,tetragonal,4,B Co Si Sm,False
1511517,Ta3B4,Ta6 B8,14,7,144.1678,Immm,71,orthorhombic,2,B Ta,False
1511538,YbCo(BO2)5,Yb4 Co4 B20 O40,68,68,609.4964,P2_1/c,14,monoclinic,4,B Co O Yb,False
1511542,Eu2B5Os3,Eu4 B10 Os6,20,10,286.7535,C2,5,monoclinic,3,B Eu Os,False
1511591,Co23B6,Co92 B24,116,29,1145.0363,Fm-3m,225,cubic,2,B Co,False
1511595,Th(CrB3)2,Th2 Cr4 B12,18,9,174.0915,Immm,71,orthorhombic,3,B Cr Th,False
1511648,Ta5B6,Ta10 B12,22,11,233.3452,Cmmm,65,orthorhombic,2,B Ta,False
1511718,Nd(CoB)4,Nd2 Co8 B8,18,18,191.0423,P4_2/n,86,tetragonal,3,B Co Nd,False
1511729,Dy2B4O9,Dy4 B8 O18,30,30,278.0506,P-1,2,triclinic,3,B Dy O,False
1511764,H28PdC20Br2N8O13,H28 Pd1 C20 Br2 N8 O13,72,72,717.4331,P1,1,triclinic,6,Br C H N O Pd,True
1511774,MnH10C10(N4O3)2,Mn1 H10 C10 N8 O6,35,35,357.3803,P-1,2,triclinic,5,C H Mn N O,True
1511808,H5C2,H20 C8,28,28,186.8989,P2_1/c,14,monoclinic,2,C H,True
1511857,H9C10NO3,H36 C40 N4 O12,92,92,870.3372,P-1,2,triclinic,4,C H N O,True
1511900,PH25(C7O)4,P2 H50 C56 O8,116,116,1169.6956,P-1,2,triclinic,4,C H O P,True
1511901,H31C30SNO4,H62 C60 S2 N2 O8,134,134,1349.7326,P2_1,4,monoclinic,5,C H N O S,True
1511984,H4C3N2,H32 C24 N16,72,72,734.8926,Pna2_1,33,orthorhombic,3,C H N,True
1512127,FePH29PdC29N2Cl2O,Fe2 P2 H58 Pd2 C58 N4 Cl4 O2,132,132,1397.4466,P-1,2,triclinic,8,C Cl Fe H N O P Pd,True
1512156,H16(C3O)5,H32 C30 O10,72,72,666.5419,P-1,2,triclinic,3,C H O,True
1512286,H5C4O3,H40 C32 O24,96,96,862.2404,P2_1/c,14,monoclinic,3,C H O,True
1512296,H3C10N3O3F4,H6 C20 N6 O6 F8,46,46,516.4069,P-1,2,triclinic,5,C F H N O,True
1512390,H28C33NClO3,H56 C66 N2 Cl2 O6,132,132,1345.0391,P-1,2,triclinic,5,C Cl H N O,True
1512435,MnH8C10N3ClO2,Mn2 H16 C20 N6 Cl2 O4,50,50,557.1419,P-1,2,triclinic,6,C Cl H Mn N O,True
1512438,AgH12C12N2ClO6,Ag4 H48 C48 N8 Cl4 O24,136,136,1397.9349,P2_1/c,14,monoclinic,6,Ag C Cl H N O,True
1512481,VH36C21S(NO4)2,V2 H72 C42 S2 N4 O16,138,138,1261.2631,P-1,2,triclinic,6,C H N O S V,True
1512568,H20C23N2ClO4F3,H40 C46 N4 Cl2 O8 F6,106,106,1105.799,P-1,2,triclinic,6,C Cl F H N O,True
1512611,H29C16N5,H58 C32 N10,100,100,828.883,P-1,2,triclinic,3,C H N,True
1512627,H29RuC18N3(ClO3)3,H58 Ru2 C36 N6 Cl6 O18,126,126,1323.8091,P2_1,4,monoclinic,6,C Cl H N O Ru,True
1512695,H16PdC18(N2Cl)2,H16 Pd1 C18 N4 Cl2,41,41,428.7177,P-1,2,triclinic,5,C Cl H N Pd,True
1512944,H22WC25N2O7,H44 W2 C50 N4 O14,114,114,1160.9327,P-1,2,triclinic,5,C H N O W,True
1513165,H12C9SN2O7,H24 C18 S2 N4 O14,62,62,604.4821,P-1,2,triclinic,5,C H N O S,True
1513182,H11RhC12I2N2O,H22 Rh2 C24 I4 N4 O2,58,58,749.5068,P-1,2,triclinic,6,C H I N O Rh,True
1513193,NiH12C21S4(N2F)3,Ni2 H24 C42 S8 N12 F6,94,94,1200.7759,P-1,2,triclinic,6,C F H N Ni S,True
1513213,KMgH3N2,K4 Mg4 H12 N8,28,28,338.7249,Pnma,62,orthorhombic,4,H K Mg N,False
1513356,H34C22O5,H68 C44 O10,122,122,1029.1823,P2_1,4,monoclinic,3,C H O,True
1513372,H14C11O5,H56 C44 O20,120,120,1040.8209,P2_1,4,monoclinic,3,C H O,True
1513384,H14C18N2O,H56 C72 N8 O4,140,140,1376.534,P2_1/c,14,monoclinic,4,C H N O,True
1513438,H11C12SN4O2F3,H44 C48 S4 N16 O8 F12,132,132,1385.9206,P2_1/c,14,monoclinic,6,C F H N O S,True
1513644,BH14C14N2F5,B4 H56 C56 N8 F20,144,144,1380.8978,P2_12_12_1,19,orthorhombic,5,B C F H N,True
1513692,H14C17S,H28 C34 S2,64,64,634.5451,P-1,2,triclinic,3,C H S,True
1513857,H8Au(C2N)3,H32 Au4 C24 N12,72,36,754.5932,C2/m,12,monoclinic,4,Au C H N,True
1513858,AgH20Au(C10N3)2,Ag2 H40 Au2 C40 N12,96,96,1043.1993,P2_1/c,14,monoclinic,5,Ag Au C H N,True
1513880,LiMnO2,Li2 Mn2 O4,8,8,73.8815,Pmmn,59,orthorhombic,3,Li+ Mn3+ O2-,False
1513887,CdNiH12(C7N4)2,Cd2 Ni2 H24 C28 N16,72,36,817.3863,C2/m,12,monoclinic,5,C Cd H N Ni,True
1513938,H18C24SN4(OF3)2,H36 C48 S2 N8 O4 F12,110,110,1142.207,P-1,2,triclinic,6,C F H N O S,True
1513958,Li2MnO3,Li16 Mn8 O24,48,12,398.3156,C2/c,15,monoclinic,3,Li+ Mn4+ O2-,False
1514108,MnO,Mn4 O4,8,2,85.7661,Fm-3m,225,cubic,2,Mn2+ O2-,False
1514110,MnO2,Mn2 O4,6,6,55.5632,P4_2/mnm,136,tetragonal,2,Mn4+ O2-,False
1514185,BH12C15NOF2,B4 H48 C60 N4 O4 F8,128,128,1260.7988,P2_1/c,14,monoclinic,6,B C F H N O,True
1514667,H7(C8F3)2,H28 C64 F24,116,116,1284.8711,P-1,2,triclinic,3,C F H,True
1514705,H21C19NO3,H42 C38 N2 O6,88,88,854.1341,P-1,2,triclinic,4,C H N O,True
1514708,H8C15NO3F5,H16 C30 N2 O6 F10,64,64,711.7705,P2_1,4,monoclinic,5,C F H N O,True
1514793,H15C17NO2,H60 C68 N4 O8,140,140,1291.3918,P2_12_12_1,19,orthorhombic,4,C H N O,True
1515154,H14C28Br2O7,H28 C56 Br4 O14,102,102,1188.6297,P-1,2,triclinic,4,Br C H O,True
1515155,H6C12BrO3,H12 C24 Br2 O6,44,44,508.6761,P-1,2,triclinic,4,Br C H O,True
1515231,H16OsC16N5Cl3,H32 Os2 C32 N10 Cl6,82,82,1135.2536,P-1,2,triclinic,5,C Cl H N Os,True
1515255,H12C8NO2,H48 C32 N4 O8,92,92,755.7688,P2_1/c,14,monoclinic,4,C H N O,True
1515354,H32C23(N2O)2,H64 C46 N8 O4,122,122,1055.4133,P2_1,4,monoclinic,4,C H N O,True
1515371,H19C15SN2OF3,H38 C30 S2 N4 O2 F6,82,82,795.2022,P-1,2,triclinic,6,C F H N O S,True
1515528,H14C8S(NO)2,H56 C32 S4 N8 O8,108,108,986.3236,P2_12_12_1,19,orthorhombic,5,C H N O S,True
1515572,H11C16BrN2,H44 C64 Br4 N8,120,120,1240.0533,P2_12_12_1,19,orthorhombic,4,Br C H N,True
1515752,H38C21NClO2,H76 C42 N2 Cl2 O4,126,126,1118.1174,P-1,2,triclinic,5,C Cl H N O,True
1516089,H3C4O,H48 C64 O16,128,128,1273.6733,P2_1/c,14,monoclinic,3,C H O,True
1516284,ZnH10C4N2O5,Zn4 H40 C16 N8 O20,88,88,766.9175,P-1,2,triclinic,5,C H N O Zn,True
1516434,Na(BH)6,Na4 B24 H24,52,52,523.2783,P2_1/c,14,monoclinic,3,B H Na,False
1516482,H8C9O4,H32 C36 O16,84,84,821.2184,P2_1/c,14,monoclinic,3,C H O,True
1516639,H5C5IBrN,H20 C20 I4 Br4 N4,52,52,756.0152,Pca2_1,29,orthorhombic,5,Br C H I N,True
1516644,H5C5BrNCl,H10 C10 Br2 N2 Cl2,26,26,343.6891,P-1,2,triclinic,5,Br C Cl H N,True
1516663,H16C13SO3,H64 C52 S4 O12,132,132,1329.6313,P2_1,4,monoclinic,4,C H O S,True
1516792,H13C17INO4,H26 C34 I2 N2 O8,72,72,747.1012,P-1,2,triclinic,5,C H I N O,True
1516807,H9C4SNO2,H18 C8 S2 N2 O4,34,34,298.7497,P-1,2,triclinic,5,C H N O S,True
1516895,Zn2H9C15N4O7,Zn4 H18 C30 N8 O14,74,74,840.7518,P-1,2,triclinic,5,C H N O Zn,True
1516900,H19RuPtC18SNCl4O,H38 Ru2 Pt2 C36 S2 N2 Cl8 O2,92,92,1115.3264,P-1,2,triclinic,8,C Cl H N O Pt Ru S,True
1516938,Cd2H20C24(NO3)3,Cd4 H40 C48 N6 O18,116,116,1267.9584,P-1,2,triclinic,5,C Cd H N O,True
1516939,CoH18C15N3O7,Co2 H36 C30 N6 O14,88,88,863.7011,P-1,2,triclinic,5,C Co H N O,True
1516988,H16C17O6,H32 C34 O12,78,78,724.9093,P2_12_12,18,orthorhombic,3,C H O,True
1517015,TiH35C22Cl3,Ti2 H70 C44 Cl6,122,122,1128.8191,P-1,2,triclinic,4,C Cl H Ti,True
1517042,ZnH24C17N4O5,Zn2 H48 C34 N8 O10,102,102,950.7711,Pc,7,monoclinic,5,C H N O Zn,True
1517054,NiP2H18C18(NO3)2,Ni2 P4 H36 C36 N4 O12,94,94,880.837,P-1,2,triclinic,6,C H N Ni O P,True
1517205,H25C22NO3,H50 C44 N2 O6,102,102,1002.3425,P-1,2,triclinic,4,C H N O,True
1517206,H11C12ClO2,H44 C48 Cl4 O8,104,104,1026.2465,P2_1/c,14,monoclinic,4,C Cl H O,True
1517393,H20C26SBrN2ClO2,H40 C52 S2 Br2 N4 Cl2 O4,106,106,1171.9304,P-1,2,triclinic,7,Br C Cl H N O S,True
1517436,H20C19(NO)2,H40 C38 N4 O4,86,86,920.6524,P-1,2,triclinic,4,C H N O,True
1517583,ZnH13C13NO5,Zn4 H52 C52 N4 O20,132,132,1289.3427,P2_1/c,14,monoclinic,5,C H N O Zn,True
1517720,NbPO5,Nb2 P2 O10,14,14,167.6198,P4/nmm,129,tetragonal,3,Nb5+ O2- P5+,False
1517725,NbPO5,Nb2 P2 O10,14,14,168.9656,P4/nmm,129,tetragonal,3,Nb5+ O2- P5+,False
1517728,NbPO5,Nb2 P2 O10,14,14,169.272,P4/nmm,129,tetragonal,3,Nb5+ O2- P5+,False
1517735,NbPO5,Nb4 P4 O20,28,28,398.2239,Pnma,62,orthorhombic,3,Nb5+ O2- P5+,False
1517742,H19C21N5(ClO2)2,H38 C42 N10 Cl4 O8,102,102,1048.7853,P-1,2,triclinic,5,C Cl H N O,True
1517760,H20C15(SeN2)2,H40 C30 Se4 N8,82,82,810.4505,P-1,2,triclinic,4,C H N Se,True
1517826,K3NiO2,K12 Ni4 O8,24,24,512.2157,P4_12_12,92,tetragonal,3,K Ni O,False
1517918,BH7C8IN,B4 H28 C32 I4 N4,72,72,838.6566,P2_1/c,14,monoclinic,5,B C H I N,True
1517942,Na4TeMo6H40(NO20)2,Na4 Te1 Mo6 H40 N2 O40,93,93,942.9681,P-1,2,triclinic,6,H Mo N Na O Te,False
1517959,H9C11N4ClO2,H18 C22 N8 Cl2 O4,54,54,588.5462,P1,1,triclinic,5,C Cl H N O,True
1518041,Tl4SnS4,Tl16 Sn4 S16,36,36,1026.6737,P2_1/c,14,monoclinic,3,S Sn Tl,False
1518089,CsK2Sc(PO4)2,Cs1 K2 Sc1 P2 O8,14,14,206.1349,P-3m1,164,trigonal,5,Cs K O P Sc,False
1518205,Cs2CdI4,Cs8 Cd4 I16,28,28,1397.8888,Pnma,62,orthorhombic,3,Cd Cs I,False
1518207,KO3,K8 O24,32,16,532.5248,I4/mcm,140,tetragonal,2,K O,False
1518241,FeP2H18(C3Cl)2,Fe4 P8 H72 C24 Cl8,116,116,1379.559,P-1,2,triclinic,5,C Cl Fe H P,True
1518274,SiH28C18SBrNO4,Si2 H56 C36 S2 Br2 N2 O8,108,108,1097.7941,P2_1,4,monoclinic,7,Br C H N O S Si,True
1518592,H2AuC9(NF2)2,H8 Au4 C36 N8 F16,72,72,957.3492,P2_1/c,14,monoclinic,5,Au C F H N,True
1518657,H11C14N5,H22 C28 N10,60,60,595.3568,P-1,2,triclinic,3,C H N,True
1518658,H19C16NO4,H38 C32 N2 O8,80,80,719.7188,P2_1,4,monoclinic,4,C H N O,True
1518834,Li(BH)5,Li6 B30 H30,66,66,630.2075,P6_422,181,hexagonal,3,B H Li,False
1518842,H13C15SO2F,H52 C60 S4 O8 F4,128,128,1383.9029,P2_12_12_1,19,orthorhombic,5,C F H O S,True
1519055,YNiH3SO7,Y4 Ni4 H12 S4 O28,52,52,520.8681,Pnma,62,orthorhombic,5,H Ni O S Y,False
1519104,CuAgH8C10N5O8,Cu2 Ag2 H16 C20 N10 O16,66,66,714.0547,P-1,2,triclinic,6,Ag C Cu H N O,True
1519215,H9C10SN3O2,H18 C20 S2 N6 O4,50,50,518.5757,P-1,2,triclinic,5,C H N O S,True
1519218,H12C12SN4O3,H48 C48 S4 N16 O12,128,128,1327.5117,P-1,2,triclinic,5,C H N O S,True
1519246,H18PtC12N6(ClO3)2,H36 Pt2 C24 N12 Cl4 O12,90,90,949.8774,P2_1/c,14,monoclinic,6,C Cl H N O Pt,True
1519317,FeH12(C4I)3,Fe3 H36 C36 I9,84,28,1053.2132,R-3,148,trigonal,4,C Fe H I,True
1519408,H22PtC25N5ClO4,H44 Pt2 C50 N10 Cl2 O8,116,116,1192.0913,P-1,2,triclinic,6,C Cl H N O Pt,True
1519494,SiH20(C5O)2,Si2 H40 C20 O4,66,66,576.547,P-1,2,triclinic,4,C H O Si,True
1519575,H33C19BrN2O,H66 C38 Br2 N4 O2,112,112,1006.0953,P-1,2,triclinic,5,Br C H N O,True
1519732,BH19C13(NF2)2,B2 H38 C26 N4 F8,78,78,719.2353,P-1,2,triclinic,5,B C F H N,True
1519755,H16C15O4,H64 C60 O16,140,140,1290.8987,P2_1/c,14,monoclinic,3,C H O,True
1519834,H12C9N4O,H24 C18 N8 O2,52,52,480.5411,P2_1,4,monoclinic,4,C H N O,True
1519846,B5H14C4NO11,B10 H28 C8 N2 O22,70,70,638.9866,P-1,2,triclinic,5,B C H N O,True
1519878,H8C9NOF3,H32 C36 N4 O4 F12,88,88,896.0597,P2_1/c,14,monoclinic,5,C F H N O,True
1519882,SiH11C5NO,Si6 H66 C30 N6 O6,114,114,1093.6178,P-1,2,triclinic,5,C H N O Si,True
1519886,H10C7NCl,H40 C28 N4 Cl4,76,76,729.0289,Pca2_1,29,orthorhombic,4,C Cl H N,True
1519890,SiH13C9NClOF,Si2 H26 C18 N2 Cl2 O2 F2,54,54,545.7611,P-1,2,triclinic,7,C Cl F H N O Si,True
1519922,H10C13Br2N2O,H20 C26 Br4 N4 O2,56,56,641.8102,P2_12_12,18,orthorhombic,5,Br C H N O,True
1519962,H12C10SN2O3,H48 C40 S4 N8 O12,112,112,1073.2019,P2_1/c,14,monoclinic,5,C H N O S,True
1519975,H11C5NO6,H11 C5 N1 O6,23,23,198.3134,P1,1,triclinic,4,C H N O,True
1520059,Th2Te3MoO13,Th8 Te12 Mo4 O52,76,76,1139.1854,P2_1/c,14,monoclinic,4,Mo O Te Th,False
1520122,H28C22S(N2O3)2,H56 C44 S2 N8 O12,122,122,1272.8231,P-1,2,triclinic,5,C H N O S,True
1520159,H6C6NCl,H24 C24 N4 Cl4,56,56,571.6906,Pnma,62,orthorhombic,4,C Cl H N,True
1520183,H9C8NO2,H36 C32 N4 O8,80,80,728.8009,Pna2_1,33,orthorhombic,4,C H N O,True
1520195,H7C4N2O3,H56 C32 N16 O24,128,128,1100.6002,P2_1/c,14,monoclinic,4,C H N O,True
1520246,H17C8NO8,H34 C16 N2 O16,68,68,567.108,P-1,2,triclinic,4,C H N O,True
1520344,H24C20SO9,H48 C40 S2 O18,108,108,1108.6466,P2_1,4,monoclinic,4,C H O S,True
1520401,H8C9N2O,H32 C36 N8 O4,80,80,808.0543,P2_1/c,14,monoclinic,4,C H N O,True
1520412,H17C14N5O,H68 C56 N20 O4,148,148,1375.0581,P2_1/c,14,monoclinic,4,C H N O,True
1520416,PH25PdC22N5ClO,P2 H50 Pd2 C44 N10 Cl2 O2,112,112,1052.6898,P-1,2,triclinic,7,C Cl H N O P Pd,True
1520480,H8C13NF3,H32 C52 N4 F12,100,100,1033.0366,P2_12_12_1,19,orthorhombic,4,C F H N,True
1520481,H8C13NF3,H32 C52 N4 F12,100,100,1034.0358,P1,1,triclinic,4,C F H N,True
1520641,ZnWO4,Zn2 W2 O8,12,12,132.8868,P2/c,13,monoclinic,3,O W Zn,False
1520771,Al4Bi2O9,Al8 Bi4 O18,30,30,356.2006,Pbam,55,orthorhombic,3,Al Bi O,False
1520811,H4IN,H8 I2 N2,12,12,122.9312,P4/nmm,129,tetragonal,3,H I N,False
1520830,Ca2Fe2O5,Ca8 Fe8 O20,36,36,450.4918,Pnma,62,orthorhombic,3,Ca Fe O,False
1520864,VPPbO6,V4 P4 Pb4 O24,36,36,463.2639,P2_1/c,14,monoclinic,4,O P Pb V,False
1520914,Sr2Ge,Sr8 Ge4,12,12,404.0418,Pnma,62,orthorhombic,2,Ge Sr,False
1520988,CsTa6PbCl18,Cs2 Ta12 Pb2 Cl36,52,52,1282.9242,P-31c,163,trigonal,4,Cl Cs Pb Ta,False
1521025,Sr2PrO4,Sr4 Pr2 O8,14,14,225.9958,Pbam,55,orthorhombic,3,O Pr Sr,False
